Direktorat;id_direktorat;nama_kegiatan;kode_kegiatan;nama_rincian_output;kode_rincian_output;Komoditas;id_komoditas;Tahun;Provinsi;kode_prov;Kab/Kota;kode_kab;Kec;kode_kec;Desa;kode_desa;Nama Kelompok;Output;Satuan;id_satuan;Jumlah_Output;Target;Anggaran;Progres;;;nama_desa;kode_desa;;direktorat;id_direktorat;;kode_kegiatan;nama_kegiatan;nama_rincian_output;kode_rincian_output;jenis_output;;komoditas;id_komoditas;kode_komoditas;;satuan;id_satuan
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Lubuk Begalung;137106;Koto Baru Nan XX;1371061008;KWT Satampang Baniah;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Sariak;1312102006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Lubuk Begalung;137106;Koto Baru Nan XX;1371061008;PKK Koto Baru Nan XX;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Sungai Talang;1312102007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Lubuk Begalung;137106;Lubuk Begalung Nan XX;1371061005;Kelompok Tani SMK Muhammadiyah 1 Padang;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Aia Gadang;1312032006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Lubuk Begalung;137106;Lubuk Begalung Nan XX;1371061005;KWT Cempaka Hijau;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Aia Gadang Barat;1312032016;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Lubuk Begalung;137106;Tanah Sirah Piai Nan XX;1371061003;KWT Seroja Mandiri;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Aia Gadang Timur;1312032015;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Lubuk Begalung;137106;Cangkeh Nan XX;1371061001;PKK Kelurahan Cengkeh Nan XX;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Aua Kuniang;1312032004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Selatan;1371051003;KWT Talawi Indah;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lembah Binuang Aua Kuniang;1312032019;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Selatan;1371051003;KWT Teratai Indah;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua;1312032003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Anggrek Putih;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua Bandarajo;1312032009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Aur Kuning;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua Barat;1312032012;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Bunga Melur;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua Baru;1312032008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Jembatan Atok;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua Hilia;1312032013;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Melati Jaya;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua Jambak;1312032010;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Rambutan Tanah Sirah Batu Bungkuk Kandang;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua Koto Dalam;1312032011;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Srikandi Mandiri;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lingkuang Aua Timur;1312032007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Barat;1371051002;KWT Tarok Jaya;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Lubuak Landua Aua Kuniang;1312032018;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Timur;1371051001;KWT Arafah;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Pinaga Aua Kuniang;1312032017;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Timur;1371051001;KWT Sejahtera I;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Sukomananti Aua Kuniang;1312032014;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Bungus Teluk Kabung;137105;Bungus Timur;1371051001;PKK Bungus Timur;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Batahan;1312072001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Barat;137103;Olo;1371031006;PKK Olo;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Batahan Barat;1312072005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Barat;137103;Rimbo Kaluang;1371031002;Kelompok Nasyiatul Aisyiyah Rimbo Kaluang;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Batahan Selatan;1312072006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Barat;137103;Flamboyan Baru;1371031001;PKK Flamboyan Baru;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Batahan Tengah;1312072004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Parak Gadang Timur;1371021009;KWT Sumber Berkah;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Batahan Utara;1312072003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Kubu Dalam Parak Karakah;1371021008;Keltan Tunas Baru;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Desa Baru;1312072002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Kubu Dalam Parak Karakah;1371021008;PKK Kubu Dalam Parak Karakah;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Desa Baru Barat;1312072007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Andalas;1371021007;Keltan Andalas Saiyo;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Maligi;1312112004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Andalas;1371021007;Keltan Sakato;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Padang Harapan;1312112002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Andalas;1371021007;KWT Cemara;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Ranah Pasisie;1312112003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Andalas;1371021007;KWT Hidayah Andalas;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Sasak;1312112001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Kubu Marapalam;1371021006;KWT Kumala;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Aua Serumpun;1312092006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Simpang Haru;1371021005;KWT Tugu Area;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Kasikputih Sungaitanang;1312092005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Timur;137102;Sawahan Timur;1371021004;KWT Sumber Rezeki;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Ranah Air Haji;1312092004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Selatan;137101;Air Manis;1371011011;KWT Lereng Saiyo;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Ranah Malintang;1312092003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Selatan;137101;Teluk Bayur;1371011010;Keltan Bukit Bak Air;Kelompok;Kelompok;2;1;;12300000;Distribusi bantuan;;;Salingka Muaro;1312092002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Selatan;137101;Teluk Bayur;1371011010;KWT Sejahtera;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Sikilang Sungai Aur Selatan;1312092007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Selatan;137101;Rawang;1371011009;PKK Rawang;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Sungai Aua;1312092001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Kota Padang;1371;Padang Selatan;137101;Pasa Gadang;1371011004;KWT Harapanku;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Aia Bangih;1312012001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Sijunjung;1303;Sijunjung;130304;Pematang Panjang;1303042004;Bina Usaha;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kajai;1312042001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Sijunjung;1303;Sijunjung;130304;Pematang Panjang;1303042004;Kamboja;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Kajai Selatan;1312042005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Sijunjung;1303;Sijunjung;130304;Pematang Panjang;1303042004;Sitampung Jaya;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Simpang Timbo Abu Kajai;1312042004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Sijunjung;1303;Sijunjung;130304;Pematang Panjang;1303042004;Tunas Baru;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Sinuruik;1312042003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Sijunjung;1303;Sijunjung;130304;Pematang Panjang;1303042004;Tunas Harapan;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Sungai Janiah Talu;1312042006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aia Gadang;1312032006;Dasa Wisma Kaktus;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Tabek Sirah Talu;1312042007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aia Gadang;1312032006;KWT Vinca Mekar;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Talu;1312042002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aia Gadang;1312032006;Simpang Badanyuik;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Damar Lapan Batang Inderapura;1301132003;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aia Gadang;1312032006;TP PKK Aia Gadang;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Inderapura Timur;1301132009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aia Gadang;1312032006;Tunas Muda Bt. Saman;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Inderapura Utara;1301132001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aua Kuniang;1312032004;Dasa Wisma Nagari Aua Kuniang;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Lalang Panjang Inderapura;1301132004;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aua Kuniang;1312032004;Jambu Baru Sehati;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Lubuk Betung Inderapura;1301132006;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aua Kuniang;1312032004;KWT Jingga Sebaya;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Muara Inderapura;1301132002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aua Kuniang;1312032004;PPTK Bersatu;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Palokan Inderapura;1301132005;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Aua Kuniang;1312032004;TP PKK Aua Kuniang;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Pulau Rajo Inderapura;1301132010;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Lingkuang Aua;1312032003;Cinta Kasih;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Tanah Bakali Inderapura;1301132008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Lingkuang Aua;1312032003;Dasa Wisma Mawar I;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Tluk Kualo Inderapura;1301132007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Lingkuang Aua;1312032003;Kampuang Lamo Parik Baru;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Ampang Tulak Tapan;1301112008;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Lingkuang Aua;1312032003;Takana Juo;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Batang Arah Tapan;1301112007;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Pasaman Barat;1312;Pasaman;131203;Lingkuang Aua;1312032003;TP PKK Lingkuang Aua;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Batang Betung Tapan;1301112010;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Pasir Talang Timur;1311022011;KWT Harapan Baru;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Bukit Buai Tapan;1301112016;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Pasir Talang Timur;1311022011;KWT Kamboja;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Dusun Baru Tapan;1301112019;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Pasir Talang Timur;1311022011;KWT Siti Sarikandi;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Koto Anau Tapan;1301112018;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Pasir Talang Timur;1311022011;KWT Sukma Menghijau;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Pasar Tapan;1301112002;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Pasir Talang Timur;1311022011;KWT Tani Maju;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Riak Danau Tapan;1301112017;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Bomas;1311022007;KWT Banang Pulau;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Tanjung Pondok Tapan;1301112009;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Bomas;1311022007;KWT Sarai Sarumpun;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;Tapan;1301112001;;;;;;;;;;;;;;;;
Direktorat Sayuran dan Tanaman Obat;4;Peningkatan Produksi Sayuran dan Tanaman Obat;1771;Pekarangan Hortikultura;1771.QDD.011;P2B;7;2025;Sumatera Barat;13;Solok Selatan;1311;Sungai Pagu;131102;Bomas;1311022007;KWT Sekapur Sirih;Kelompok;Kelompok;2;1;;12300000;Bantuan sudah diterima;;;IV Koto Hilie;1301042001;;;;;;;;;;;;;;;;
